volvo truck,vnm,2000,ALL,VE D12,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo truck,vnm,2000,ALL,S60,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo truck,vnl,2016,ALL,D11,ALL,ALL,CBL-VG-BJ1939-VM ,CBL-VG-CJ1939-VM,CBL-VG-CJ1939-VM
volvo truck,wg,2000,ALL,N14,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo truck,vnm,2000,ALL,N14,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo truck,wg,1998,ALL,M11,ALL,ALL,CBL-VG-BJ1708,CBL-VG-CJ1708,CBL-VG-CJ1708
volvo truck,vn,1999,ALL,M11,ALL,ALL,CBL-VG-BJ1708,CBL-VG-CJ1708,CBL-VG-CJ1708
volvo truck,vn,1998,ALL,M11,ALL,ALL,CBL-VG-BJ1708,CBL-VG-CJ1708,CBL-VG-CJ1708
volvo truck,vnl,2018,ALL,null,ALL,ALL,CBL-VG-BJ1939-VM,CBL-VG-CJ1939-VM,CBL-VG-CJ1939-VM
volvo truck,vnm,2007,ALL,D13,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo truck,vhd,2010,ALL,D13,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo truck,vah,2022,ALL,D13,ALL,ALL,CBL-VG-B1226,null,null
volvo truck,wheb,2020,ALL,3116,ALL,ALL,CBL-VG-BJ1939-VM,CBL-VG-CJ1939-VM,CBL-VG-CJ1939-VM
volvo truck,vnl,2020,ALL,D11,ALL,ALL,CBL-VG-BJ1939-VM ,CBL-VG-CJ1939-VM,CBL-VG-CJ1939-VM
volvo truck,vnl,2020,ALL,null,ALL,ALL,CBL-VG-BJ1939-VM ,CBL-VG-CJ1939-VM,CBL-VG-CJ1939-VM
volvo truck,vnl,2021,ALL,ISX 15L,ALL,ALL,CBL-VG-BJ1939-Y0,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo,9700,2013,ALL,null,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
volvo,9700,2008,ALL,null,ALL,ALL,CBL-VG-BJ1708-9P,CBL-VG-CJ1939,CBL-VG-CJ1939
