0,0
1,1
2,2
3,3
4,3
5,3
6,4
7,0
8,1
9,2
10,3
11,5
12,5
13,1
14,1
15,2
16,5
17,1
18,2
19,1
20,2
21,1
22,2
23,6
24,1
25,1
26,5
27,1
28,1
29,1
30,1
31,2
32,3
33,1
34,2
35,5
36,1
37,2
38,5
39,2
40,1
41,0
42,1
43,1
44,2
45,1
46,2
47,5
48,3
49,1
50,2
51,1
52,2
53,3
54,5
55,1
56,2
57,9
58,9
