US_2,"US,CA,MX",mack,mru (terrapro),2014,2019,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,mru,2014,2019,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,cxu (pinnacle),2014,2019,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,cxu,2014,2019,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_1,"US,CA,MX",mack,,2014,2018,isl9,,,,6,CBL-VG-CJ1939,,,False,True,True,True,
US_1,"US,CA,MX",mack,,2014,2018,isl-g,,,,6,CBL-VG-CJ1939,,,False,True,True,True,
US_1,"US,CA,MX",mack,,2014,2018,isl g,,,,6,CBL-VG-CJ1939,,,False,True,True,True,
US_2,"US,CA,MX",volvo,vnm,2014,2018,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",volvo truck,vnm,2014,2018,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,gu (granite),2014,2018,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,gu,2014,2018,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,chu (pinnacle),2014,2018,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,chu,2014,2018,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_2,"US,CA,MX",mack,leu (terrapro),2014,2016,,,,,6,CBL-VG-CJ1939-VM,,,False,True,True,True,
US_19,"US,CA,MX",volvo,new vnl,2025,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_19,"US,CA,MX",volvo truck,new vnl,2025,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_19,"US,CA,MX",mack,pioneer,2025,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_1,"US,CA,MX",peterbilt,589.0,2025,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",mcneilus,volterra zsl,2024,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_1,"US,CA,MX",freightliner,em2 106,2024,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_1,"US,CA,MX",peterbilt,548.0,2024,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,t480,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,t380,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,t280,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,lt62t,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,lt62f,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,lt62a,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,l770,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,hx620,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,hx520,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",freightliner,"ecascadia 116"" day cab",2023,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_1,"US,CA,MX",freightliner,ecascadia,2023,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_1,"US,CA,MX",western star,57x chassis,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star trucks,57x chassis,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,537.0,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,389.0,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,375.0,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,367.0,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,365.0,2023,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,w990,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",nikola,tre,2022,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,
US_1,"US,CA,MX",international,hv513,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,hv507,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star,49x chassis,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star trucks,49x chassis,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star,47x chassis,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star trucks,47x chassis,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,520.0,2022,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,w900,2021,,,,,,5,CBL-VG-CJ1939,,,False,True,True,True,LEGACY MODEL STILL MADE TODAY
US_1,"US,CA,MX",kenworth,w9 series,2021,,,,,,5,CBL-VG-CJ1939,,,False,True,True,True,LEGACY MODEL STILL MADE TODAY
US_2,"US,CA,MX",volvo,vnr,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_2,"US,CA,MX",volvo truck,vnr,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_2,"US,CA,MX",volvo,vhd,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_2,"US,CA,MX",volvo truck,vhd,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_2,"US,CA,MX",volvo,vah,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_2,"US,CA,MX",volvo truck,vah,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_2,"US,CA,MX",mack,terrapro,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_1,"US,CA,MX",kenworth,t880,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",kenworth,t800,2021,,,,,,5,CBL-VG-CJ1939,,,False,True,True,True,LEGACY MODEL STILL MADE TODAY
US_1,"US,CA,MX",kenworth,t8 series,2021,,,,,,5,CBL-VG-CJ1939,,,False,True,True,True,LEGACY MODEL STILL MADE TODAY
US_1,"US,CA,MX",kenworth,t680,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",freightliner,sd122,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,rh613,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_2,"US,CA,MX",mack,pinnacle,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_1,"US,CA,MX",freightliner,"new cascadia 126"" sleepercab",2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",freightliner,"new cascadia 126"" day cab",2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",freightliner,"new cascadia 116"" sleepercab",2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",freightliner,"new cascadia 116"" day cab",2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star,new 4900 chassis,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star trucks,new 4900 chassis,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,mv607,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_2,"US,CA,MX",mack,md,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_1,"US,CA,MX",freightliner,m2,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,lt625,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,ls532,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",international,hv607,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_2,"US,CA,MX",mack,granite,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_1,"US,CA,MX",freightliner,cascadia,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_2,"US,CA,MX",mack,anthem,2021,,,,,,5,CBL-VG-CRP1226,,,False,True,True,True,REMOVED FROM CTC QUESTION WE ARE MAKING A NEW CABLE FOR CTC
US_1,"US,CA,MX",freightliner,114sd,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",freightliner,108sd,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star,5700.0,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",western star trucks,5700.0,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,579.0,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_1,"US,CA,MX",peterbilt,567.0,2021,,,,,,5,CBL-VG-CRP1226,CBL-VG-CJ1939,CBL-VG-CRP1226,False,True,True,True,
US_2,"US,CA",volvo,bxxr,2018,,,,,,5,CBL-VG-CJ1939-VM,,,False,True,True,True,
